"edge_id","source_id","target_id","edge_weight","edge_type","strength","created_dt"
13198,6453,6566,0.350,transfers_to,weak,2023-09-02
3063,1410,1291,0.710,transfers_to,strong,2023-03-16
18826,9302,9341,0.550,transfers_to,medium,2023-11-23
17827,8808,9073,0.940,owns,strong,2023-02-25
7631,3746,4129,0.830,controls,strong,2023-06-24
514,110,515,0.770,owns,strong,2023-11-23
2125,861,1202,0.570,employs,medium,2023-04-23
1126,409,468,0.390,transfers_to,weak,2023-08-15
2064,870,1141,0.520,recruited,medium,2023-02-16
983,527,512,0.540,transfers_to,medium,2023-04-03
10710,5138,5479,0.520,employs,medium,2023-03-31
18296,9234,8970,0.690,transfers_to,medium,2023-09-06
8100,3962,4031,0.330,transfers_to,weak,2023-06-24
15604,7706,7718,0.680,recruited,medium,2023-01-26
19295,9417,9739,0.720,controls,strong,2023-01-29
1595,193,729,0.560,launders_to,medium,2023-09-16
5551,2573,2908,0.700,employs,strong,2023-06-17
18622,9137,9067,0.800,transfers_to,strong,2023-07-22
16746,8354,8189,0.670,transfers_to,medium,2023-04-06
4613,2150,2216,0.830,transfers_to,strong,2023-10-05
19703,9737,10147,0.680,controls,medium,2023-05-18
19091,9436,9535,0.490,recruited,medium,2023-06-23
14197,7071,7234,0.710,owns,strong,2023-12-19
10649,5160,5418,0.530,recruited,medium,2023-09-14
3002,1244,1350,0.780,transfers_to,strong,2023-05-06
16542,8109,8108,0.730,transfers_to,strong,2023-02-21
8630,3637,3448,0.410,introduced,medium,2023-01-16
11118,5467,5887,0.610,controls,medium,2023-10-24
6020,2889,3377,0.790,controls,strong,2023-08-29
13993,6872,7030,0.460,recruited,medium,2023-05-03
12117,6004,6046,0.480,recruited,medium,2023-02-25
8569,4220,3979,0.600,transfers_to,medium,2023-02-28
20172,9937,9875,0.760,transfers_to,strong,2024-03-09
8426,3654,4178,0.420,launders_to,medium,2024-03-19
9568,4291,5127,0.580,uses,medium,2024-01-09
14605,7177,7642,0.780,controls,strong,2024-01-24
17623,8561,8869,0.700,controls,strong,2023-07-31
14462,7127,7499,0.880,owns,strong,2023-08-24
18153,8666,9390,0.680,uses,medium,2024-01-11
9038,4537,4646,0.870,owns,strong,2023-07-18
922,287,856,0.520,uses,medium,2023-08-20
11913,5837,5946,0.600,transfers_to,medium,2023-11-12
1452,496,482,0.700,transfers_to,strong,2023-11-26
3471,1106,1017,0.350,introduced,weak,2023-11-15
20641,10279,127,0.470,victim_of,medium,2023-10-31
9364,4588,4972,0.770,controls,strong,2023-12-10
7488,3593,3986,0.870,owns,strong,2024-02-26
3940,1779,2086,0.840,owns,strong,2023-08-03
15074,7367,7457,0.310,transfers_to,weak,2023-05-26
1248,490,445,0.710,transfers_to,strong,2023-12-02
16073,7786,8187,0.790,owns,strong,2024-01-31
18092,8891,9338,0.900,controls,strong,2023-06-23
15543,6993,6931,0.490,introduced,medium,2023-12-09
7284,3660,3782,0.730,owns,strong,2023-06-20
4939,2320,2114,0.660,transfers_to,medium,2023-04-21
12525,6297,6454,0.770,owns,strong,2023-05-25
12994,6487,6570,0.380,transfers_to,weak,2023-02-03
4735,2143,2118,0.430,transfers_to,medium,2024-03-31
2390,1026,1467,0.780,owns,strong,2023-07-10
1391,589,407,0.390,transfers_to,weak,2024-03-11
10445,5157,5214,0.630,recruited,medium,2023-10-14
2186,1037,1263,0.840,owns,strong,2024-01-22
19560,9558,10004,0.920,owns,strong,2024-02-03
7427,3642,3925,0.800,owns,strong,2023-10-24
13463,6607,6590,0.600,transfers_to,medium,2024-05-10
19356,9556,9800,0.740,owns,strong,2023-02-08
2859,1377,1401,0.420,transfers_to,medium,2023-02-12
1860,867,937,0.500,recruited,medium,2024-02-04
8365,4090,3790,0.360,transfers_to,weak,2023-12-27
2655,1006,1695,0.550,uses,medium,2023-03-18
310,1,311,0.640,controls,medium,2024-02-20
16012,7894,8126,0.920,owns,strong,2023-01-26
5816,2896,3173,0.890,owns,strong,2023-06-11
16807,8278,8094,0.360,transfers_to,weak,2023-10-21
8895,4294,4503,0.410,recruited,medium,2024-02-21
10914,5256,5683,0.930,owns,strong,2023-12-05
3267,1423,1300,0.870,transfers_to,strong,2024-03-13
106,11,107,0.590,recruited,medium,2024-05-17
14931,7365,7254,0.370,transfers_to,weak,2023-07-02
5347,2577,2704,0.460,recruited,medium,2023-02-23
6285,3082,3069,0.410,transfers_to,medium,2023-07-23
19825,9710,10252,0.490,uses,medium,2023-04-07
12382,5993,6311,0.740,controls,strong,2023-03-11
19968,9842,10047,0.890,transfers_to,strong,2023-04-24
3736,1737,1882,0.470,recruited,medium,2024-03-16
14727,7039,7700,0.460,uses,medium,2023-10-10
6815,3388,3088,0.670,transfers_to,medium,2023-02-06
8834,4301,4442,0.630,recruited,medium,2023-12-16
1187,390,513,0.370,transfers_to,weak,2023-06-23
12178,6002,6107,0.610,recruited,medium,2023-02-24
20967,10560,2745,0.230,introduced,weak,2023-08-21
20437,9684,10124,0.420,launders_to,medium,2024-02-25
20906,10530,8033,0.750,launders_via,strong,2023-11-14
9629,4799,4718,0.490,transfers_to,medium,2024-02-08
1717,159,86,0.390,introduced,weak,2023-04-25
14870,7269,7212,0.400,transfers_to,medium,2023-08-22
4205,2036,2351,0.720,owns,strong,2023-10-19
12647,6321,6576,0.890,owns,strong,2023-12-10
10302,4583,4301,0.500,introduced,medium,2023-06-21
15339,6974,7560,0.480,launders_to,medium,2024-01-21
13728,6091,6046,0.550,introduced,medium,2023-11-21
10098,4666,4914,0.540,transfers_to,medium,2023-06-07
7753,3497,4251,0.700,uses,strong,2023-08-02
18357,9126,9217,0.720,transfers_to,strong,2023-03-26
19764,9418,10208,0.830,controls,strong,2023-09-04
7549,3668,4047,0.820,owns,strong,2023-05-20
16338,8028,8452,0.620,controls,medium,2024-05-11
12790,6308,6719,0.650,controls,medium,2023-12-24
17215,8493,8357,0.820,transfers_to,strong,2023-07-09
10567,5155,5336,0.580,recruited,medium,2024-05-24
5204,1909,2333,0.650,co_owns,medium,2023-12-16
1656,747,823,0.550,transfers_to,medium,2024-01-25
11648,5789,5605,0.420,transfers_to,medium,2024-02-01
5000,1941,2433,0.680,launders_to,medium,2024-03-27
13789,6172,6591,0.600,co_owns,medium,2023-05-15
13259,6541,6613,0.420,transfers_to,medium,2024-04-07
14666,7008,7684,0.680,uses,medium,2023-02-22
5469,2575,2826,0.500,recruited,medium,2024-02-06
14258,6937,7295,0.830,owns,strong,2023-01-18
16277,8021,8391,0.820,controls,strong,2023-03-24
17684,8842,8930,0.860,owns,strong,2023-08-07
2920,1419,1223,0.340,transfers_to,weak,2023-04-20
3124,1497,1260,0.750,transfers_to,strong,2024-05-18
5612,2885,2969,0.760,owns,strong,2024-05-04
6550,3195,3041,0.320,transfers_to,weak,2023-10-05
371,153,372,0.740,owns,strong,2023-06-07
575,34,576,0.700,owns,strong,2023-01-05
45,24,46,0.490,recruited,medium,2023-04-17
15135,7329,7349,0.430,transfers_to,medium,2024-03-16
20090,9883,9801,0.850,transfers_to,strong,2024-05-30
20294,10071,10060,0.350,transfers_to,weak,2023-04-14
6081,2587,3408,0.640,uses,medium,2023-01-24
12586,6252,6515,0.810,owns,strong,2023-11-05
3389,911,1553,0.630,launders_to,medium,2023-01-29
9160,4610,4768,0.740,owns,strong,2023-07-27
20233,10052,9907,0.690,transfers_to,medium,2023-01-20
10037,4681,4882,0.760,transfers_to,strong,2023-01-21
17541,8570,8787,0.500,recruited,medium,2024-02-14
7080,3439,3578,0.540,recruited,medium,2023-03-11
9099,4427,4707,0.930,owns,strong,2023-09-01
4470,1997,2560,0.420,uses,medium,2023-09-01
18010,8879,9256,0.740,controls,strong,2024-05-22
13116,6509,6385,0.580,transfers_to,medium,2024-05-23
3532,1159,1519,0.720,co_owns,strong,2024-01-26
10506,5157,5275,0.600,recruited,medium,2024-05-01
21028,10669,2604,0.370,introduced,weak,2023-10-23
19152,9436,9596,0.630,recruited,medium,2024-02-28
20702,10340,7074,0.450,victim_of,medium,2023-07-01
7957,4022,3810,0.400,transfers_to,medium,2023-11-11
12912,6192,6824,0.580,uses,medium,2023-05-31
16603,8207,8215,0.850,transfers_to,strong,2023-07-12
4001,1877,2147,0.850,owns,strong,2023-12-26
5408,2588,2765,0.520,recruited,medium,2023-06-09
10363,4414,4868,0.600,co_owns,medium,2023-07-27
14523,7159,7560,0.630,controls,medium,2023-08-04
7019,3450,3517,0.460,recruited,medium,2023-09-10
20029,9999,10056,0.790,transfers_to,strong,2023-02-20
18948,8672,9210,0.510,co_owns,medium,2023-11-16
11974,5226,5371,0.520,introduced,medium,2023-03-20
13055,6615,6525,0.830,transfers_to,strong,2023-08-04
3328,1109,1625,0.650,launders_to,medium,2023-03-29
16399,8029,8513,0.830,controls,strong,2023-08-29
20559,9713,9599,0.310,introduced,weak,2024-04-11
1921,868,998,0.570,recruited,medium,2023-06-16
17480,8586,8726,0.600,recruited,medium,2023-12-21
10832,5346,5601,0.720,owns,strong,2024-04-03
3858,1729,2004,0.500,recruited,medium,2023-10-07
13524,6359,6536,0.850,transfers_to,strong,2023-02-04
779,329,780,0.840,controls,strong,2024-03-16
5734,2814,3091,0.700,owns,strong,2024-03-04
9894,4679,4715,0.300,transfers_to,weak,2023-05-25
10975,5267,5744,0.890,owns,strong,2023-06-28
17949,8849,9195,0.710,owns,strong,2023-01-24
14319,6892,7356,0.850,owns,strong,2023-12-02
18479,9184,9063,0.570,transfers_to,medium,2023-04-24
17011,8327,8142,0.330,transfers_to,weak,2024-02-17
15400,6993,7599,0.420,launders_to,medium,2023-02-21
11770,5712,5706,0.320,transfers_to,weak,2023-03-19
7345,3504,3843,0.880,owns,strong,2024-05-02
11444,5659,5540,0.450,transfers_to,medium,2023-06-30
12851,6310,6780,0.670,controls,medium,2023-10-21
3654,1737,1800,0.580,recruited,medium,2023-07-20
4796,2110,2300,0.880,transfers_to,strong,2024-03-14
5877,2893,3234,0.820,owns,strong,2023-09-16
15869,7728,7983,0.580,recruited,medium,2024-01-26
1105,569,446,0.630,transfers_to,medium,2023-05-21
5265,2588,2622,0.630,recruited,medium,2023-09-13
6346,3168,3214,0.680,transfers_to,medium,2023-07-27
10771,5458,5540,0.890,owns,strong,2023-04-23
7141,3438,3639,0.660,recruited,medium,2023-01-04
19417,9615,9861,0.820,owns,strong,2023-05-07
20498,10113,10205,0.730,transfers_to,strong,2023-01-01
8222,3931,4018,0.600,transfers_to,medium,2024-04-22
1574,114,718,0.700,launders_to,strong,2024-02-25
2716,1013,1710,0.660,uses,medium,2023-07-10
3797,1731,1943,0.520,recruited,medium,2023-10-16
5673,2695,3030,0.910,owns,strong,2024-01-21
4592,2127,2175,0.450,transfers_to,medium,2023-11-11
11301,5714,5780,0.430,transfers_to,medium,2023-09-02
9833,4682,4695,0.860,transfers_to,strong,2023-12-31
8691,4282,4299,0.710,recruited,strong,2023-09-19
19213,9434,9657,0.530,recruited,medium,2023-07-06
167,8,168,0.520,recruited,medium,2023-07-14
4266,2033,2412,0.700,controls,strong,2023-11-02
6142,3223,3185,0.760,transfers_to,strong,2023-05-19
2512,1191,1589,0.640,controls,medium,2024-04-25
17337,8566,8583,0.770,recruited,strong,2023-04-26
18418,8930,9014,0.820,transfers_to,strong,2024-03-27
3593,1737,1739,0.570,recruited,medium,2023-08-07
17133,7746,8442,0.500,launders_to,medium,2023-08-09
14788,7279,7237,0.650,transfers_to,medium,2023-10-06
18887,8623,8774,0.420,introduced,medium,2024-05-01
6611,3206,3082,0.430,transfers_to,medium,2023-08-29
14584,7176,7621,0.690,controls,medium,2023-11-13
9221,4598,4829,0.760,owns,strong,2024-02-19
13320,6561,6565,0.600,transfers_to,medium,2023-06-29
1044,602,407,0.570,transfers_to,medium,2023-09-04
9017,4284,4625,0.600,employs,medium,2024-02-06
12239,6015,6168,0.550,recruited,medium,2023-01-03
11240,5178,5976,0.500,uses,medium,2023-10-10
18214,8765,9410,0.500,uses,medium,2024-01-29
12035,5310,5601,0.530,co_owns,medium,2023-09-03
4123,1932,2269,0.940,owns,strong,2023-07-31
17276,8001,8160,0.640,co_owns,medium,2024-02-05
1513,603,526,0.780,transfers_to,strong,2024-01-20
15053,7434,7511,0.370,transfers_to,weak,2024-02-18
12708,6276,6637,0.820,owns,strong,2023-12-19
11709,5619,5506,0.830,transfers_to,strong,2023-01-28
16134,7833,8248,0.760,owns,strong,2023-04-20
12504,6062,6433,0.870,owns,strong,2023-03-28
10159,4499,5030,0.680,launders_to,medium,2023-08-23
17745,8706,8991,0.890,owns,strong,2024-02-27
13585,6219,6744,0.540,launders_to,medium,2023-04-20
9955,4853,4826,0.340,transfers_to,weak,2023-05-11
18744,8588,9294,0.530,launders_to,medium,2023-10-16
20763,10401,2654,0.380,victim_of,weak,2024-03-10
11036,5261,5805,0.760,owns,strong,2023-01-03
12973,6189,6843,0.540,uses,medium,2023-09-07
7610,3745,4108,0.730,controls,strong,2023-02-07
15196,7231,7243,0.750,transfers_to,strong,2024-01-29
19621,9748,10065,0.760,owns,strong,2023-11-03
7406,3700,3904,0.900,owns,strong,2023-09-03
2043,882,1120,0.480,recruited,medium,2023-02-08
4062,1868,2208,0.740,owns,strong,2023-09-20
14054,6863,7091,0.500,recruited,medium,2024-04-04
7875,3887,4080,0.800,transfers_to,strong,2023-04-18
16664,8292,8324,0.670,transfers_to,medium,2023-07-05
15665,7725,7779,0.430,recruited,medium,2023-08-14
17072,7964,8448,0.630,launders_to,medium,2023-11-24
5326,2594,2683,0.580,recruited,medium,2023-05-25
5530,2569,2887,0.620,controls,medium,2023-06-18
4531,2137,2134,0.380,transfers_to,weak,2023-08-14
8956,4304,4564,0.540,recruited,medium,2023-10-23
2777,1263,1490,0.600,transfers_to,medium,2024-02-27
2981,1242,1522,0.320,transfers_to,weak,2023-06-03
18683,9174,9057,0.730,transfers_to,strong,2024-05-18
6407,3097,3098,0.660,transfers_to,medium,2023-09-07
5795,2826,3152,0.710,owns,strong,2024-02-25
11566,5682,5744,0.390,transfers_to,weak,2023-07-16
1982,866,1059,0.680,recruited,medium,2023-03-28
14992,7315,7336,0.810,transfers_to,strong,2023-12-16
19947,10092,9846,0.630,transfers_to,medium,2023-05-13
901,273,848,0.640,uses,medium,2024-03-21
8018,3959,3999,0.670,transfers_to,medium,2023-03-05
12443,6029,6372,0.910,owns,strong,2023-02-19
17398,8570,8644,0.550,recruited,medium,2023-03-30
9486,4587,5094,0.710,controls,strong,2024-01-02
2451,956,1528,0.920,owns,strong,2023-02-24
6876,2727,2745,0.570,introduced,medium,2024-01-02
697,322,698,0.660,controls,medium,2023-01-06
19009,9423,9453,0.640,recruited,medium,2023-07-30
8487,3535,4155,0.580,launders_to,medium,2023-08-29
1778,197,542,0.730,co_owns,strong,2023-05-30
20416,9485,10114,0.700,launders_to,strong,2023-06-16
2308,1142,1385,0.940,owns,strong,2023-02-27
11505,5689,5786,0.620,transfers_to,medium,2024-03-24
7814,3617,4267,0.630,uses,medium,2023-10-04
14849,7336,7488,0.540,transfers_to,medium,2023-09-12
16929,8190,8083,0.870,transfers_to,strong,2023-09-28
5938,2881,3295,0.800,controls,strong,2023-10-19
19886,9646,10269,0.580,uses,medium,2023-04-07
15318,7239,7249,0.470,transfers_to,medium,2024-02-20
228,20,229,0.430,recruited,medium,2023-08-16
840,45,831,0.650,uses,medium,2023-03-08
3185,1334,1401,0.330,transfers_to,weak,2023-10-03
12769,6300,6698,0.820,controls,strong,2023-09-08
14380,7088,7417,0.930,owns,strong,2023-03-06
9425,4591,5033,0.790,controls,strong,2023-10-07
636,328,637,0.890,owns,strong,2023-07-18
10220,5056,5097,0.710,transfers_to,strong,2023-08-14
3715,1725,1861,0.510,recruited,medium,2023-04-12
1309,505,596,0.560,transfers_to,medium,2024-05-04
20355,9990,9959,0.470,transfers_to,medium,2023-03-09
18805,9261,9352,0.670,transfers_to,medium,2023-01-09
12300,6002,6229,0.510,recruited,medium,2023-03-07
15461,7569,7644,0.730,transfers_to,strong,2024-03-15
17806,8668,9052,0.790,owns,strong,2023-10-29
13238,6417,6452,0.500,transfers_to,medium,2023-05-21
20885,10523,2040,0.550,launders_via,medium,2024-03-29
4327,2025,2473,0.730,controls,strong,2023-02-24
15257,7381,7376,0.790,transfers_to,strong,2023-06-03
8140,4067,4057,0.320,transfers_to,weak,2024-01-02
9751,4673,4666,0.430,transfers_to,medium,2024-05-19
15930,7710,8044,0.660,employs,medium,2024-04-30
18275,9203,9042,0.390,transfers_to,weak,2023-03-20
5591,2774,2948,0.780,owns,strong,2024-02-14
7202,3437,3700,0.480,recruited,medium,2024-02-22
13381,6570,6656,0.830,transfers_to,strong,2024-03-05
13177,6497,6439,0.620,transfers_to,medium,2023-09-11
3042,1338,1406,0.500,transfers_to,medium,2024-05-24
7671,3744,4169,0.790,controls,strong,2023-05-07
2247,959,1324,0.750,owns,strong,2024-04-10
10628,5146,5397,0.560,recruited,medium,2024-01-26
6060,2766,3402,0.510,uses,medium,2023-06-06
5122,1878,1947,0.510,introduced,medium,2024-04-15
13850,6863,6887,0.670,recruited,medium,2023-04-03
5061,2459,2534,0.700,transfers_to,strong,2023-12-23
3511,969,920,0.570,introduced,medium,2023-12-29
13707,6770,6532,0.640,transfers_to,medium,2023-11-25
8283,3937,4077,0.400,transfers_to,medium,2023-05-30
8079,3820,3887,0.610,transfers_to,medium,2023-12-09
962,485,455,0.320,transfers_to,weak,2023-04-05
2573,1175,1650,0.650,controls,medium,2023-03-24
16868,8325,8079,0.430,transfers_to,medium,2024-02-18
11097,5459,5866,0.710,controls,strong,2023-11-26
20681,10319,3660,0.240,victim_of,weak,2023-08-20
19743,9736,10187,0.820,controls,strong,2023-05-29
8752,4296,4360,0.460,recruited,medium,2024-02-01
8548,4179,4220,0.520,transfers_to,medium,2023-08-08
3980,1757,2126,0.720,owns,strong,2024-01-26
17194,8396,8530,0.760,transfers_to,strong,2023-01-17
6203,3190,3240,0.750,transfers_to,strong,2024-03-21
5999,2895,3356,0.860,controls,strong,2024-03-08
6998,3440,3496,0.510,recruited,medium,2024-02-07
11627,5533,5696,0.810,transfers_to,strong,2023-12-09
6672,2685,3245,0.720,launders_to,strong,2023-06-19
3450,1659,1477,0.810,transfers_to,strong,2023-04-18
19539,9466,9983,0.820,owns,strong,2023-01-04
493,191,494,0.780,owns,strong,2023-08-13
20824,10462,9661,0.240,victim_of,weak,2024-03-13
20620,9654,10039,0.530,co_owns,medium,2023-02-09
16990,8232,8198,0.430,transfers_to,medium,2023-10-31
14645,7091,7677,0.450,uses,medium,2024-05-12
9690,4683,4916,0.460,transfers_to,medium,2024-01-10
3919,1717,2065,0.580,employs,medium,2023-12-23
11423,5579,5529,0.810,transfers_to,strong,2023-08-09
6529,3047,3004,0.330,transfers_to,weak,2023-09-09
15726,7727,7840,0.440,recruited,medium,2023-09-19
18071,8881,9317,0.660,controls,medium,2023-02-02
14441,7014,7478,0.700,owns,strong,2023-09-13
15114,7345,7457,0.690,transfers_to,medium,2023-08-14
16195,7894,8309,0.710,owns,strong,2024-03-02
1370,621,392,0.350,transfers_to,weak,2023-11-19
17459,8582,8705,0.630,recruited,medium,2023-10-10
12565,6162,6494,0.760,owns,strong,2023-10-18
13646,6697,6777,0.570,transfers_to,medium,2023-07-16
15522,7022,7131,0.330,introduced,weak,2023-01-22
14910,7508,7521,0.690,transfers_to,medium,2023-01-13
10016,4742,4904,0.870,transfers_to,strong,2024-03-30
19682,9746,10126,0.650,controls,medium,2024-04-21
18540,9029,9133,0.330,transfers_to,weak,2023-02-12
12361,6003,6290,0.620,recruited,medium,2023-02-10
4449,1929,2555,0.690,uses,medium,2023-04-03
14115,6862,7152,0.560,recruited,medium,2023-10-16
1839,874,916,0.470,recruited,medium,2023-10-14
9812,4767,4722,0.580,transfers_to,medium,2023-08-05
19070,9440,9514,0.400,recruited,medium,2023-03-05
432,252,433,0.750,owns,strong,2023-05-16
15991,7923,8105,0.720,owns,strong,2024-05-02
4245,2019,2391,0.650,controls,medium,2023-07-07
7936,3920,4002,0.520,transfers_to,medium,2023-09-21
20151,9834,10062,0.390,transfers_to,weak,2023-07-25
13442,6378,6626,0.860,transfers_to,strong,2024-02-23
10281,4331,4568,0.330,introduced,weak,2024-05-05
5387,2592,2744,0.440,recruited,medium,2023-06-12
17602,8575,8848,0.640,recruited,medium,2023-06-09
16460,7951,8545,0.680,uses,medium,2023-09-19
7732,3739,4230,0.870,controls,strong,2024-03-12
13972,6861,7009,0.610,recruited,medium,2023-03-02
6468,3132,3147,0.480,transfers_to,medium,2023-10-12
10893,5211,5662,0.730,owns,strong,2024-05-29
5183,1990,2123,0.540,co_owns,medium,2023-10-13
20008,10088,10057,0.590,transfers_to,medium,2023-06-03
6937,3428,3435,0.630,recruited,medium,2024-01-05
19478,9669,9922,0.730,owns,strong,2023-02-08
19804,9537,10244,0.690,uses,medium,2023-02-20
3307,1231,1363,0.640,transfers_to,medium,2024-03-17
4388,2037,2534,0.870,controls,strong,2023-04-14
11362,5628,5542,0.530,transfers_to,medium,2023-11-16
3103,1263,1287,0.760,transfers_to,strong,2023-11-18
11892,5406,5836,0.690,launders_to,medium,2023-02-24
10424,5148,5193,0.690,recruited,medium,2024-04-14
8813,4291,4421,0.650,recruited,medium,2024-03-08
17255,7767,7733,0.550,introduced,medium,2023-02-20
758,327,759,0.720,controls,strong,2023-11-02
4857,2285,2300,0.710,transfers_to,strong,2024-01-26
6264,3017,2985,0.320,transfers_to,weak,2024-02-03
554,167,555,0.810,owns,strong,2023-08-12
15379,6941,7540,0.500,launders_to,medium,2023-12-11
13911,6864,6948,0.590,recruited,medium,2023-05-09
9282,4540,4890,0.900,owns,strong,2023-09-20
17724,8795,8970,0.850,owns,strong,2023-01-13
4714,2075,2343,0.470,transfers_to,medium,2023-12-01
8344,3947,4098,0.310,transfers_to,weak,2024-04-28
4184,1787,2330,0.730,owns,strong,2023-04-18
15175,7217,7498,0.860,transfers_to,strong,2023-06-02
10750,5216,5519,0.750,owns,strong,2023-11-04
3246,1401,1360,0.430,transfers_to,medium,2023-03-13
1635,703,818,0.510,transfers_to,medium,2024-03-30
12626,6143,6555,0.740,owns,strong,2023-01-23
19335,9567,9779,0.900,owns,strong,2023-11-01
11831,5349,5890,0.610,launders_to,medium,2023-01-03
2104,857,1181,0.740,controls,strong,2023-03-20
15644,7719,7758,0.500,recruited,medium,2023-03-19
8201,3942,4086,0.880,transfers_to,strong,2023-10-14
17867,8717,9113,0.790,owns,strong,2024-04-09
16725,8114,8070,0.370,transfers_to,weak,2023-02-02
10546,5149,5315,0.420,recruited,medium,2024-03-25
2634,893,1689,0.480,uses,medium,2024-03-08
6733,2624,3289,0.400,launders_to,medium,2024-04-25
24,3,25,0.830,recruited,strong,2023-07-25
7997,4023,3980,0.870,transfers_to,strong,2024-02-24
16786,8341,8277,0.710,transfers_to,strong,2023-07-22
1166,391,612,0.710,transfers_to,strong,2023-07-03
20212,9972,9893,0.600,transfers_to,medium,2023-12-05
5448,2592,2805,0.410,recruited,medium,2023-11-03
6121,2589,3420,0.560,uses,medium,2023-03-25
18336,9179,8958,0.310,transfers_to,weak,2024-06-01
17663,8565,8909,0.570,employs,medium,2023-04-27
8466,3667,4167,0.430,launders_to,medium,2023-10-26
3572,1713,1718,0.940,recruited,strong,2023-05-01
15787,7713,7901,0.610,recruited,medium,2023-05-01
9547,4310,5121,0.600,uses,medium,2024-04-13
5917,2901,3274,0.730,controls,strong,2023-09-28
12157,6000,6086,0.480,recruited,medium,2024-03-05
4653,2315,2174,0.870,transfers_to,strong,2023-10-08
15583,7089,7226,0.540,co_owns,medium,2023-11-10
3368,1122,1548,0.720,launders_to,strong,2023-02-08
1023,437,371,0.590,transfers_to,medium,2023-04-29
16256,7965,8370,0.910,owns,strong,2023-08-20
13034,6662,6404,0.520,transfers_to,medium,2024-04-22
6386,3105,3060,0.880,transfers_to,strong,2023-09-08
9608,4952,4851,0.630,transfers_to,medium,2023-10-22
10689,5137,5458,0.810,controls,strong,2023-01-11
7467,3632,3965,0.900,owns,strong,2024-05-22
819,5,820,0.700,controls,strong,2024-03-26
10077,4888,4861,0.560,transfers_to,medium,2023-07-26
19274,9433,9718,0.580,recruited,medium,2023-10-15
10485,5156,5254,0.700,recruited,strong,2024-01-20
1288,626,649,0.410,transfers_to,medium,2023-03-20
16113,7999,8227,0.940,owns,strong,2023-05-19
11158,5467,5927,0.670,controls,medium,2023-03-15
13503,6385,6468,0.350,transfers_to,weak,2023-05-05
15909,7705,8023,0.800,controls,strong,2024-05-15
4979,1753,2485,0.650,launders_to,medium,2024-02-20
14176,6928,7213,0.740,owns,strong,2023-11-18
2369,1082,1446,0.880,owns,strong,2023-11-28
13360,6461,6506,0.800,transfers_to,strong,2023-10-15
19600,9459,10044,0.820,owns,strong,2024-04-15
8609,3513,3588,0.420,introduced,medium,2023-01-06
10954,5418,5723,0.830,owns,strong,2024-01-07
19396,9511,9840,0.870,owns,strong,2023-04-28
2899,1340,1236,0.740,transfers_to,strong,2024-02-09
9078,4372,4686,0.780,owns,strong,2023-01-21
8405,4098,3989,0.780,transfers_to,strong,2024-04-15
13829,6850,6866,0.650,recruited,medium,2023-01-06
17051,8144,8214,0.570,transfers_to,medium,2023-09-26
12096,6013,6025,0.510,recruited,medium,2023-01-29
5856,2740,3213,0.810,owns,strong,2023-02-10
16847,8296,8344,0.300,transfers_to,weak,2024-05-09
8935,4295,4543,0.580,recruited,medium,2023-12-26
18132,8564,9378,0.800,controls,strong,2023-08-18
289,8,290,0.580,recruited,medium,2023-06-24
8731,4298,4339,0.470,recruited,medium,2024-05-08
17520,8585,8766,0.490,recruited,medium,2023-07-31
1431,489,549,0.860,transfers_to,strong,2023-05-04
6325,3171,3193,0.300,transfers_to,weak,2023-08-24
17316,8561,8562,0.870,recruited,strong,2023-05-19
14971,7279,7444,0.550,transfers_to,medium,2023-01-03
18601,8951,9103,0.410,transfers_to,medium,2024-05-26
20477,10098,10224,0.660,transfers_to,medium,2023-05-08
6182,3099,3002,0.500,transfers_to,medium,2024-02-04
12422,6107,6351,0.790,owns,strong,2024-03-31
1900,867,977,0.660,recruited,medium,2023-10-25
3776,1736,1922,0.640,recruited,medium,2023-11-18
14767,7456,7213,0.860,transfers_to,strong,2023-09-15
10342,4487,4700,0.730,co_owns,strong,2023-04-13
16052,7958,8166,0.800,owns,strong,2024-04-24
17928,8729,9174,0.900,owns,strong,2023-08-11
12218,6012,6147,0.520,recruited,medium,2023-11-27
7793,3513,4261,0.430,uses,medium,2023-02-07
4918,2309,2117,0.750,transfers_to,strong,2024-03-13
1227,608,630,0.520,transfers_to,medium,2023-04-26
6651,2983,2925,0.360,transfers_to,weak,2023-03-14
16378,8012,8492,0.700,controls,strong,2023-03-26
16521,8225,8121,0.330,transfers_to,weak,2023-06-19
20946,10547,3756,0.550,launders_via,medium,2023-05-01
1553,171,721,0.670,launders_to,medium,2024-02-18
5713,2797,3070,0.750,owns,strong,2023-11-01
2838,1432,1253,0.500,transfers_to,medium,2023-09-09
18397,8973,9048,0.370,transfers_to,weak,2023-02-26
10138,4470,4970,0.490,launders_to,medium,2023-09-04
19865,9507,10264,0.430,uses,medium,2023-04-07
8874,4300,4482,0.670,recruited,medium,2023-08-27
15848,7726,7962,0.690,recruited,medium,2023-10-12
7589,3486,4087,0.850,owns,strong,2023-09-20
14298,7038,7335,0.910,owns,strong,2023-11-01
9343,4425,4951,0.800,owns,strong,2024-03-14
18866,9372,9146,0.620,transfers_to,medium,2023-05-27
19661,9744,10105,0.640,controls,medium,2023-01-05
3164,1250,1480,0.690,transfers_to,medium,2023-06-28
6794,3323,3374,0.690,transfers_to,medium,2023-06-14
13299,6496,6410,0.400,transfers_to,medium,2024-03-10
